status,price,bed,bath,acre_lot,city,state,zip_code,house_size,prev_sold_date,Effective Tax Rate (2023),2023_avg_income
for_sale,308900.0,4.0,2.0,,Gulf Shores,Alabama,01005,1700.0,2005-10-25,0.38%,57793.95428528634
for_sale,199000.0,2.0,2.0,,Decatur,Alabama,01005,1649.0,2020-03-06,0.38%,57793.95428528634
for_sale,224900.0,4.0,2.0,0.27,Tuscumbia,Alabama,01005,1818.0,2014-09-10,0.38%,57793.95428528634
for_sale,165000.0,3.0,2.0,0.04,Alabaster,Alabama,01007,,2008-05-21,0.38%,57793.95428528634
for_sale,550000.0,4.0,4.0,0.48,Harvest,Alabama,01007,3901.0,2018-08-03,0.38%,57793.95428528634
for_sale,350000.0,2.0,3.0,,Fairhope,Alabama,01007,2436.0,2005-10-18,0.38%,57793.95428528634
for_sale,299000.0,5.0,3.0,7.75,Eight Mile,Alabama,01007,2750.0,2014-12-19,0.38%,57793.95428528634
for_sale,125000.0,3.0,2.0,0.64,Piedmont,Alabama,01007,1310.0,2017-01-13,0.38%,57793.95428528634
for_sale,95000.0,,,0.22,Summerdale,Alabama,01007,,2020-06-18,0.38%,57793.95428528634
for_sale,725000.0,5.0,5.0,2.3,Fairhope,Alabama,01354,3142.0,2017-10-03,0.38%,57793.95428528634
for_sale,274900.0,3.0,2.0,0.41,Hoover,Alabama,01040,2315.0,1997-08-15,0.38%,57793.95428528634
for_sale,325000.0,2.0,1.0,,Gulf Shores,Alabama,01040,717.0,2018-10-11,0.38%,57793.95428528634
for_sale,125000.0,3.0,3.0,0.13,Birmingham,Alabama,01364,1600.0,2017-09-05,0.38%,57793.95428528634
for_sale,579900.0,3.0,3.0,0.6,Arley,Alabama,01054,2426.0,2017-10-25,0.38%,57793.95428528634
for_sale,199900.0,3.0,1.0,0.83,Rogersville,Alabama,01073,1236.0,2020-12-28,0.38%,57793.95428528634
for_sale,62500.0,2.0,1.0,0.17,Birmingham,Alabama,01040,750.0,1995-08-22,0.38%,57793.95428528634
for_sale,205000.0,3.0,2.0,0.12,Tuscaloosa,Alabama,01301,1346.0,2014-08-29,0.38%,57793.95428528634
for_sale,399000.0,4.0,4.0,0.51,Florence,Alabama,01027,3249.0,2021-08-19,0.38%,57793.95428528634
for_sale,59900.0,3.0,1.0,0.23,Birmingham,Alabama,01075,1800.0,1992-04-20,0.38%,57793.95428528634
for_sale,260000.0,3.0,2.0,,Chunchula,Alabama,01301,1860.0,2008-06-17,0.38%,57793.95428528634
for_sale,320000.0,4.0,3.0,0.19,Calera,Alabama,01060,2931.0,2019-04-30,0.38%,57793.95428528634
for_sale,320000.0,4.0,3.0,0.03,Montgomery,Alabama,01060,2495.0,2006-03-13,0.38%,57793.95428528634
for_sale,150000.0,3.0,2.0,3.9,Andalusia,Alabama,01027,2178.0,2019-05-24,0.38%,57793.95428528634
for_sale,1499000.0,4.0,5.0,3.17,Pell City,Alabama,01040,5020.0,2020-09-30,0.38%,57793.95428528634
for_sale,159000.0,3.0,3.0,,Alabaster,Alabama,01075,1440.0,2015-11-13,0.38%,57793.95428528634
for_sale,79500.0,3.0,2.0,0.19,Montgomery,Alabama,01040,1524.0,2020-11-17,0.38%,57793.95428528634
for_sale,159900.0,3.0,2.0,,Loxley,Alabama,01364,1216.0,2010-12-02,0.38%,57793.95428528634
for_sale,74900.0,3.0,2.0,0.53,Center Point,Alabama,01373,1227.0,2003-12-03,0.38%,57793.95428528634
for_sale,289900.0,4.0,2.0,0.51,Athens,Alabama,01089,1932.0,2012-01-04,0.38%,57793.95428528634
for_sale,365000.0,2.0,2.0,,Gulf Shores,Alabama,01035,847.0,2021-08-17,0.38%,57793.95428528634
for_sale,475500.0,3.0,2.0,0.31,Dauphin Island,Alabama,01373,1224.0,2021-12-15,0.38%,57793.95428528634
for_sale,219900.0,3.0,2.0,,Mobile,Alabama,01020,1420.0,2017-11-20,0.38%,57793.95428528634
for_sale,310000.0,3.0,2.0,,Hoover,Alabama,01013,1600.0,2021-09-09,0.38%,57793.95428528634
for_sale,125000.0,3.0,2.0,0.11,Phenix City,Alabama,01038,1213.0,2004-03-31,0.38%,57793.95428528634
for_sale,138000.0,3.0,1.0,0.33,Fultondale,Alabama,01073,1060.0,2019-08-20,0.38%,57793.95428528634
for_sale,118000.0,,,0.44,Guntersville,Alabama,01022,,2007-11-16,0.38%,57793.95428528634
for_sale,159900.0,3.0,3.0,0.04,Pelham,Alabama,01301,1820.0,2021-12-28,0.38%,57793.95428528634
for_sale,99900.0,3.0,1.0,0.19,Birmingham,Alabama,01027,1232.0,1985-06-20,0.38%,57793.95428528634
for_sale,429000.0,4.0,4.0,,Foley,Alabama,01075,2590.0,2017-08-15,0.38%,57793.95428528634
for_sale,239900.0,3.0,2.0,,Lillian,Alabama,01022,1880.0,2020-08-31,0.38%,57793.95428528634
for_sale,1200000.0,4.0,5.0,0.38,Madison,Alabama,01040,5274.0,2018-05-31,0.38%,57793.95428528634
for_sale,245000.0,4.0,2.0,0.27,Birmingham,Alabama,01301,1676.0,2020-09-23,0.38%,57793.95428528634
for_sale,372900.0,4.0,2.0,,Foley,Alabama,01062,2330.0,2021-08-17,0.38%,57793.95428528634
for_sale,345000.0,3.0,3.0,0.26,Huntsville,Alabama,01075,2395.0,2021-10-05,0.38%,57793.95428528634
for_sale,124900.0,3.0,1.0,,Tuscaloosa,Alabama,01033,1254.0,2018-04-25,0.38%,57793.95428528634
for_sale,38000.0,,,0.45,Enterprise,Alabama,01060,,2021-07-26,0.38%,57793.95428528634
for_sale,275000.0,4.0,3.0,,Fort Mitchell,Alabama,01020,2781.0,2007-09-19,0.38%,57793.95428528634
for_sale,49900.0,3.0,1.0,0.19,Birmingham,Alabama,01020,1024.0,2007-04-02,0.38%,57793.95428528634
for_sale,14500.0,,,0.56,Axis,Alabama,01040,,2010-06-24,0.38%,57793.95428528634
for_sale,220000.0,3.0,2.0,,Mobile,Alabama,01040,1746.0,2017-04-06,0.38%,57793.95428528634
for_sale,179500.0,2.0,2.0,,Jasper,Alabama,01075,1700.0,2013-07-25,0.38%,57793.95428528634
for_sale,466150.0,4.0,4.0,,Hoover,Alabama,01301,2785.0,2021-02-02,0.38%,57793.95428528634
for_sale,46000.0,2.0,1.0,0.18,Birmingham,Alabama,01053,930.0,2007-02-27,0.38%,57793.95428528634
for_sale,225000.0,3.0,2.0,0.22,Enterprise,Alabama,01056,1933.0,2020-06-01,0.38%,57793.95428528634
for_sale,449000.0,5.0,3.0,0.19,Anchorage,Alaska,01301,2680.0,2005-08-29,1.14%,93274.16234024455
for_sale,310000.0,3.0,2.0,0.92,North Pole,Alaska,01020,1320.0,2020-07-30,1.14%,93274.16234024455
for_sale,467000.0,3.0,3.0,0.94,Soldotna,Alaska,01060,1838.0,2018-10-31,1.14%,93274.16234024455
for_sale,115000.0,1.0,1.0,,Anchorage,Alaska,01027,501.0,2014-07-30,1.14%,93274.16234024455
for_sale,450000.0,3.0,2.0,0.23,Juneau,Alaska,01020,1412.0,2018-01-12,1.14%,93274.16234024455
for_sale,225000.0,3.0,2.0,0.9,North Pole,Alaska,01013,1266.0,2006-05-23,1.14%,93274.16234024455
for_sale,135000.0,3.0,2.0,,Anchorage,Alaska,01104,1149.0,2016-11-04,1.14%,93274.16234024455
for_sale,505000.0,4.0,3.0,0.13,Juneau,Alaska,01056,1819.0,2020-06-05,1.14%,93274.16234024455
for_sale,340000.0,3.0,2.0,0.19,Eagle River,Alaska,01096,1928.0,2008-07-02,1.14%,93274.16234024455
for_sale,515000.0,2.0,2.0,,Anchorage,Alaska,01020,1196.0,2016-02-08,1.14%,93274.16234024455
for_sale,550000.0,3.0,3.0,0.21,Anchorage,Alaska,01040,3008.0,1999-11-12,1.14%,93274.16234024455
for_sale,350000.0,4.0,2.0,0.92,Wasilla,Alaska,01075,1680.0,2014-12-05,1.14%,93274.16234024455
for_sale,249900.0,2.0,1.0,4.7,Fairbanks,Alaska,01301,1165.0,2009-06-26,1.14%,93274.16234024455
for_sale,84999.0,,,1.42,Kasilof,Alaska,01053,,2019-07-15,1.14%,93274.16234024455
for_sale,460000.0,3.0,2.0,0.28,Juneau,Alaska,01351,1420.0,2018-07-27,1.14%,93274.16234024455
for_sale,794900.0,4.0,4.0,0.39,Juneau,Alaska,01364,2137.0,2020-06-30,1.14%,93274.16234024455
for_sale,525000.0,3.0,4.0,0.12,Eagle River,Alaska,01035,2618.0,2009-07-30,1.14%,93274.16234024455
for_sale,559000.0,4.0,3.0,0.3,Ketchikan,Alaska,01040,1920.0,2021-03-30,1.14%,93274.16234024455
for_sale,390000.0,3.0,3.0,0.95,Wasilla,Alaska,01301,1788.0,2013-07-19,1.14%,93274.16234024455
for_sale,452000.0,4.0,3.0,0.14,Juneau,Alaska,01020,1582.0,2010-09-30,1.14%,93274.16234024455
for_sale,565000.0,4.0,3.0,0.3,Anchorage,Alaska,01301,2174.0,2003-09-16,1.14%,93274.16234024455
for_sale,525000.0,3.0,2.0,0.46,Ketchikan,Alaska,01027,1272.0,2007-06-12,1.14%,93274.16234024455
for_sale,225000.0,2.0,2.0,3.1,Fairbanks,Alaska,01027,1542.0,2012-10-12,1.14%,93274.16234024455
for_sale,165000.0,1.0,1.0,,Anchorage,Alaska,01035,664.0,2004-10-15,1.14%,93274.16234024455
for_sale,299900.0,4.0,2.0,5.0,Clam Gulch,Alaska,01033,2028.0,2020-08-25,1.14%,93274.16234024455
for_sale,850000.0,5.0,3.0,1.27,Anchorage,Alaska,01062,3115.0,2004-09-02,1.14%,93274.16234024455
for_sale,475000.0,6.0,2.0,0.22,Anchorage,Alaska,01075,2511.0,2019-10-22,1.14%,93274.16234024455
for_sale,235000.0,3.0,2.0,,Anchorage,Alaska,01033,1210.0,2018-05-11,1.14%,93274.16234024455
for_sale,353333.0,6.0,2.0,0.17,Anchorage,Alaska,01073,2235.0,2007-09-28,1.14%,93274.16234024455
for_sale,462999.0,9.0,7.0,0.16,Anchorage,Alaska,01364,4242.0,2013-06-17,1.14%,93274.16234024455
for_sale,525000.0,3.0,2.0,0.94,Eagle River,Alaska,01020,1872.0,2013-07-09,1.14%,93274.16234024455
for_sale,370000.0,,,1.64,Sterling,Alaska,01013,,2006-08-09,1.14%,93274.16234024455
for_sale,515000.0,3.0,3.0,1.0,North Pole,Alaska,01364,2290.0,2014-09-15,1.14%,93274.16234024455
for_sale,650000.0,3.0,3.0,0.19,Sitka,Alaska,01331,1551.0,2007-11-08,1.14%,93274.16234024455
for_sale,430000.0,5.0,3.0,0.16,Anchorage,Alaska,01040,1986.0,2014-09-12,1.14%,93274.16234024455
for_sale,390000.0,3.0,3.0,2.1,Fairbanks,Alaska,01020,2500.0,2016-04-29,1.14%,93274.16234024455
for_sale,648000.0,6.0,5.0,2.5,Chugiak,Alaska,01013,4524.0,2004-11-19,1.14%,93274.16234024455
for_sale,259000.0,3.0,2.0,,Anchorage,Alaska,01040,1464.0,2013-09-04,1.14%,93274.16234024455
for_sale,399000.0,12.0,4.0,6250.0,Anchorage,Alaska,01364,3979.0,2006-09-22,1.14%,93274.16234024455
for_sale,490000.0,5.0,3.0,0.34,Anchorage,Alaska,01020,1920.0,2017-03-14,1.14%,93274.16234024455
for_sale,310000.0,4.0,2.0,0.14,Anchorage,Alaska,01027,1800.0,2006-08-16,1.14%,93274.16234024455
for_sale,399900.0,3.0,3.0,1.0,Fairbanks,Alaska,01020,1731.0,2018-01-03,1.14%,93274.16234024455
for_sale,599999.0,5.0,4.0,0.92,Wasilla,Alaska,01351,2830.0,1999-09-03,1.14%,93274.16234024455
for_sale,59000.0,,,4.21,Willow,Alaska,01351,,2004-06-01,1.14%,93274.16234024455
for_sale,74900.0,,,5.28,Kenai,Alaska,01364,,2018-04-11,1.14%,93274.16234024455
for_sale,319000.0,5.0,1.0,0.16,Anchorage,Alaska,01040,2800.0,2003-06-13,1.14%,93274.16234024455
for_sale,165000.0,3.0,2.0,,Anchorage,Alaska,01301,1410.0,2016-07-11,1.14%,93274.16234024455
for_sale,380000.0,3.0,3.0,1.69,North Pole,Alaska,01075,1232.0,2016-06-21,1.14%,93274.16234024455
for_sale,579000.0,6.0,4.0,0.14,Anchorage,Alaska,01331,3180.0,2005-03-01,1.14%,93274.16234024455
for_sale,685000.0,3.0,3.0,5.0,Wasilla,Alaska,01096,3160.0,2020-02-28,1.14%,93274.16234024455
for_sale,315000.0,3.0,2.0,0.15,Anchorage,Alaska,01022,1464.0,2015-12-22,1.14%,93274.16234024455
for_sale,235000.0,4.0,2.0,,Anchorage,Alaska,01040,1360.0,2011-06-24,1.14%,93274.16234024455
for_sale,229900.0,2.0,1.0,0.1,Anchorage,Alaska,01089,800.0,2016-05-25,1.14%,93274.16234024455
for_sale,180000.0,2.0,,2.3,Fairbanks,Alaska,01027,624.0,2018-05-08,1.14%,93274.16234024455
for_sale,439900.0,3.0,2.0,0.09,Juneau,Alaska,01040,1770.0,2016-08-15,1.14%,93274.16234024455
for_sale,740000.0,5.0,4.0,0.23,Anchorage,Alaska,01020,4231.0,2018-06-19,1.14%,93274.16234024455
for_sale,490000.0,3.0,2.0,0.17,Douglas,Alaska,01027,1256.0,2018-02-23,1.14%,93274.16234024455
for_sale,63000.0,,,5.16,Willow,Alaska,01075,,2004-06-01,1.14%,93274.16234024455
for_sale,205000.0,3.0,1.0,0.16,Anchorage,Alaska,01008,1040.0,2015-02-11,1.14%,93274.16234024455
for_sale,255000.0,2.0,2.0,774.02,Anchorage,Alaska,01008,1221.0,2010-04-07,1.14%,93274.16234024455
for_sale,499000.0,2.0,2.0,0.66,Anchorage,Alaska,01008,1117.0,2018-12-27,1.14%,93274.16234024455
for_sale,90000.0,3.0,3.0,0.73,Wasilla,Alaska,06238,2125.0,2016-11-16,1.14%,93274.16234024455
for_sale,274900.0,3.0,3.0,,Eagle River,Alaska,06279,1513.0,2017-06-09,1.14%,93274.16234024455
for_sale,399900.0,3.0,3.0,0.95,Wasilla,Alaska,06016,2372.0,2018-10-12,1.14%,93274.16234024455
for_sale,275000.0,,2.0,0.1,Fairbanks,Alaska,06066,1750.0,2005-08-31,1.14%,93274.16234024455
for_sale,399500.0,6.0,5.0,1.02,Soldotna,Alaska,06016,2400.0,2005-07-15,1.14%,93274.16234024455
for_sale,365000.0,3.0,2.0,0.15,Anchorage,Alaska,01082,1420.0,2019-11-20,1.14%,93274.16234024455
for_sale,410000.0,3.0,2.0,0.1,Kodiak,Alaska,06074,1342.0,2018-11-16,1.14%,93274.16234024455
for_sale,780000.0,3.0,4.0,1.09,Kenai,Alaska,06029,3624.0,2015-05-04,1.14%,93274.16234024455
for_sale,105000.0,,,0.16,Anchorage,Alaska,06016,,2007-10-10,1.14%,93274.16234024455
for_sale,99000.0,2.0,1.0,,Anchorage,Alaska,06066,859.0,2006-06-28,1.14%,93274.16234024455
for_sale,350000.0,4.0,2.0,0.22,Anchorage,Alaska,01028,1844.0,2004-06-28,1.14%,93274.16234024455
for_sale,419999.0,3.0,2.0,4.9,Sterling,Alaska,01105,2016.0,2013-09-25,1.14%,93274.16234024455
for_sale,445000.0,6.0,3.0,0.16,Anchorage,Alaska,01057,2288.0,2014-06-11,1.14%,93274.16234024455
for_sale,599000.0,4.0,3.0,0.71,Ketchikan,Alaska,06076,2753.0,2019-03-28,1.14%,93274.16234024455
for_sale,175000.0,2.0,2.0,,Anchorage,Alaska,01118,746.0,2019-11-04,1.14%,93274.16234024455
for_sale,370000.0,2.0,2.0,,Anchorage,Alaska,01108,1116.0,2017-07-31,1.14%,93274.16234024455
for_sale,106000.0,2.0,1.0,,Anchorage,Alaska,06040,758.0,2006-04-26,1.14%,93274.16234024455
for_sale,610000.0,3.0,3.0,0.18,Anchorage,Alaska,06082,2725.0,2006-07-31,1.14%,93274.16234024455
for_sale,369000.0,3.0,4.0,0.25,Kenai,Alaska,06076,1930.0,2018-07-03,1.14%,93274.16234024455
for_sale,499900.0,4.0,2.0,0.42,Juneau,Alaska,01129,1682.0,2017-10-04,1.14%,93274.16234024455
for_sale,120000.0,,,8.81,Kodiak,Alaska,01069,,2015-10-16,1.14%,93274.16234024455
for_sale,99500.0,,,0.19,Anchorage,Alaska,06029,,2019-10-30,1.14%,93274.16234024455
for_sale,475606.0,3.0,2.0,1.44,Soldotna,Alaska,01151,1780.0,2018-04-26,1.14%,93274.16234024455
for_sale,1690000.0,11.0,5.0,1.16,Wasilla,Alaska,01010,5862.0,2005-02-25,1.14%,93274.16234024455
for_sale,849900.0,4.0,4.0,0.39,Juneau,Alaska,01010,2137.0,2020-06-30,1.14%,93274.16234024455
for_sale,405000.0,4.0,3.0,0.11,Juneau,Alaska,01010,1596.0,2019-05-30,1.14%,93274.16234024455
for_sale,43000.0,,,0.92,Wasilla,Alaska,01010,,2016-06-21,1.14%,93274.16234024455
for_sale,265000.0,,,0.93,Palmer,Alaska,01010,,2021-12-08,1.14%,93274.16234024455
for_sale,825000.0,10.0,10.0,0.24,Anchorage,Alaska,01011,7992.0,2007-09-05,1.14%,93274.16234024455
for_sale,274000.0,2.0,1.0,0.05,Ketchikan,Alaska,01011,995.0,2018-08-22,1.14%,93274.16234024455
for_sale,295000.0,8.0,4.0,0.23,Kodiak,Alaska,01026,3984.0,2008-03-28,1.14%,93274.16234024455
for_sale,69000.0,3.0,1.0,0.18,Fairbanks,Alaska,01034,1400.0,2014-06-05,1.14%,93274.16234024455
for_sale,619000.0,3.0,4.0,0.12,Ketchikan,Alaska,01223,2924.0,2021-09-30,1.14%,93274.16234024455
for_sale,130000.0,2.0,1.0,1.5,North Pole,Alaska,01104,875.0,2010-04-02,1.14%,93274.16234024455
for_sale,424900.0,3.0,3.0,1.9,Fairbanks,Alaska,01085,2128.0,2017-09-29,1.14%,93274.16234024455
for_sale,350000.0,4.0,2.0,0.16,Anchorage,Alaska,01030,1674.0,2016-01-21,1.14%,93274.16234024455
for_sale,439900.0,3.0,3.0,0.26,Anchorage,Alaska,01256,1710.0,2020-05-01,1.14%,93274.16234024455
for_sale,537500.0,5.0,3.0,0.54,Sitka,Alaska,01104,2195.0,2018-03-28,1.14%,93274.16234024455
for_sale,115000.0,1.0,1.0,,Anchorage,Alaska,01077,502.0,2012-12-28,1.14%,93274.16234024455
for_sale,379000.0,2.0,2.0,0.2,Sun City West,Arizona,01085,1486.0,2010-09-20,0.52%,92314.15759011848
for_sale,199000.0,,,0.71,Kingman,Arizona,01089,,2021-07-08,0.52%,92314.15759011848
for_sale,595000.0,4.0,3.0,0.19,Surprise,Arizona,01085,2990.0,2016-12-27,0.52%,92314.15759011848
for_sale,285000.0,3.0,2.0,0.2,Fort Mohave,Arizona,01089,1546.0,2017-10-04,0.52%,92314.15759011848
for_sale,394900.0,3.0,2.0,0.18,Tucson,Arizona,01085,1708.0,2022-03-11,0.52%,92314.15759011848
for_sale,220000.0,3.0,2.0,0.12,Tucson,Arizona,01028,1568.0,2006-07-26,0.52%,92314.15759011848
for_sale,485000.0,3.0,2.0,0.16,Peoria,Arizona,01028,2162.0,2009-11-25,0.52%,92314.15759011848
for_sale,260000.0,4.0,3.0,0.47,Rio Rico,Arizona,01028,2300.0,2018-03-27,0.52%,92314.15759011848
for_sale,625000.0,3.0,3.0,0.23,Fountain Hills,Arizona,01028,1603.0,2017-08-18,0.52%,92314.15759011848
for_sale,119000.0,,,2.35,Cottonwood,Arizona,01028,,2021-04-16,0.52%,92314.15759011848
for_sale,450000.0,3.0,1.0,0.15,Phoenix,Arizona,01028,1185.0,2016-10-24,0.52%,92314.15759011848
for_sale,429990.0,4.0,2.0,0.17,Maricopa,Arizona,01028,1914.0,2021-07-30,0.52%,92314.15759011848
for_sale,225000.0,3.0,2.0,0.34,Quartzsite,Arizona,01028,1056.0,2020-12-22,0.52%,92314.15759011848
for_sale,449900.0,4.0,2.0,0.19,Buckeye,Arizona,01028,1784.0,2021-06-14,0.52%,92314.15759011848
for_sale,219000.0,2.0,2.0,0.12,Tucson,Arizona,01028,998.0,1998-12-28,0.52%,92314.15759011848
for_sale,56000.0,,,36.04,Williams,Arizona,01028,,2000-11-17,0.52%,92314.15759011848
for_sale,175000.0,,,4.8,Hereford,Arizona,01028,,2012-09-28,0.52%,92314.15759011848
for_sale,272900.0,2.0,1.0,0.19,Sun City,Arizona,01028,1442.0,2011-01-06,0.52%,92314.15759011848
for_sale,209000.0,3.0,2.0,0.26,Willcox,Arizona,01030,2058.0,2018-07-25,0.52%,92314.15759011848
for_sale,365000.0,3.0,2.0,0.15,Phoenix,Arizona,01030,1290.0,2021-12-03,0.52%,92314.15759011848
for_sale,365000.0,2.0,2.0,0.17,Phoenix,Arizona,01030,1031.0,2017-04-25,0.52%,92314.15759011848
for_sale,129900.0,2.0,2.0,2.21,Dolan Springs,Arizona,01031,1388.0,2005-04-28,0.52%,92314.15759011848
for_sale,120000.0,2.0,1.0,0.22,Casa Grande,Arizona,01220,841.0,2002-05-08,0.52%,92314.15759011848
for_sale,259000.0,4.0,2.0,1.73,Hereford,Arizona,01220,2128.0,2019-01-30,0.52%,92314.15759011848
for_sale,83000.0,,,4.13,Vail,Arizona,01220,,2005-06-22,0.52%,92314.15759011848
for_sale,431000.0,3.0,2.0,0.15,Maricopa,Arizona,06076,1920.0,2022-02-17,0.52%,92314.15759011848
for_sale,3900000.0,3.0,4.0,9.16,Chandler,Arizona,06043,4050.0,1997-01-24,0.52%,92314.15759011848
for_sale,425000.0,,,6.07,Prescott,Arizona,06076,,2012-03-13,0.52%,92314.15759011848
for_sale,14000.0,,,0.24,Rio Rico,Arizona,06279,,1995-06-26,0.52%,92314.15759011848
for_sale,395000.0,3.0,2.0,0.14,Surprise,Arizona,01069,1320.0,2019-08-29,0.52%,92314.15759011848
for_sale,460000.0,3.0,3.0,0.1,Glendale,Arizona,06071,1511.0,2015-04-30,0.52%,92314.15759011848
for_sale,385000.0,3.0,4.0,1.0,White Hills,Arizona,06029,3314.0,2015-05-29,0.52%,92314.15759011848
for_sale,429000.0,3.0,2.0,0.22,Sun City,Arizona,06029,1398.0,2018-04-23,0.52%,92314.15759011848
for_sale,557500.0,2.0,3.0,0.01,Sedona,Arizona,01081,1360.0,1992-04-30,0.52%,92314.15759011848
